servicio_id,solicitud,proyecto,estado_solicitud,tipo_contrato,descripcion,unidad,cantidad,precio_unitario_cop,precio_total_cop,ihpsc_candidato,ihpsc_definitivo,decidido_por
GAP-HR-0007-0015,GAP-HR-0007,co_csj_rama_judicial_2025,Cancelled,PS,"Objeto del contrato:
Desarrollo académico, técnico y pedagógico de las Unidades Mínimas de Aprendizaje (UMA) que conforman los cursos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, garantizando la calidad, pertinencia y coherencia del ciclo formativo, así como su alineación con el diagnóstico de necesidades formativas, el Modelo Pedagógico 2020 de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB) y los estándares nacionales e internacionales en materia de género, interseccionalidad y derechos humanos.

Actividades específicas:
Elaborar el contenido académico central de cada UMA asignada, garantizando rigor conceptual, normativo y jurisprudencial; actualización normativa y jurisprudencial; integración transversal del enfoque de género, interseccionalidad y enfoque diferencial; pertinencia para el contexto judicial colombiano y para los perfiles destinatarios del curso; y claridad, coherencia interna y adecuación al nivel formativo (básico, intermedio o avanzado). El contenido deberá traducir marcos teóricos y jurídicos complejos en explicaciones accesibles, contextualizadas y aplicables a la práctica judicial.
Desarrollar la estructura pedagógica completa de la UMA, incluyendo actividades de apertura (sensibilización, observación, análisis inicial), actividades de conexión emocional y reflexión profunda, actividades de aplicación práctica (casos, ejercicios, simulaciones, matrices), actividades de cierre orientadas a la acción y transformación institucional. Las actividades deben ser pertinentes, realistas, aplicables y diferenciadas según el perfil del público objetivo, y plantearse en coherencia con el marco pedagógico que fundamenta el proyecto (la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior y el Modelo Pedagógico de la Escuela Judicial “Rodrigo Lara Bonilla”).
Elaborar los recursos instruccionales necesarios para la implementación de la UMA, como por ejemplo la guía de didáctica completa de la UMA y los demás necesarios para el montaje de la UMA en el aula virtual.
Desarrollar los instrumentos de evaluación, incluyendo evaluaciones formativas (preguntas con retroalimentación, ejercicios guiados, autoevaluaciones); evaluaciones sumativas (casos integradores, ejercicios de aplicación, rúbricas de desempeño), y criterios de evaluación claros, verificables y alineados con los objetivos de aprendizaje. Las evaluaciones deberán medir tanto conocimientos como habilidades, actitudes y capacidades procedimentales.
Participar en espacios de validación y articulación para presentar y sustentar las decisiones pedagógicas y conceptuales de la UMA e incorporar los ajustes solicitados por cada UMA, para asegurar la coherencia curricular.",Autoría finalizada con previa aprobación de Innovahub y nuestra contraparte de Gobierno,1.0,4500000.0,4500000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0007-0016,GAP-HR-0007,co_csj_rama_judicial_2025,Cancelled,PS,"Objeto del contrato:
Desarrollo académico, técnico y pedagógico de las Unidades Mínimas de Aprendizaje (UMA) que conforman los cursos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, garantizando la calidad, pertinencia y coherencia del ciclo formativo, así como su alineación con el diagnóstico de necesidades formativas, el Modelo Pedagógico 2020 de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB) y los estándares nacionales e internacionales en materia de género, interseccionalidad y derechos humanos.

Actividades específicas:
Elaborar el contenido académico central de cada UMA asignada, garantizando rigor conceptual, normativo y jurisprudencial; actualización normativa y jurisprudencial; integración transversal del enfoque de género, interseccionalidad y enfoque diferencial; pertinencia para el contexto judicial colombiano y para los perfiles destinatarios del curso; y claridad, coherencia interna y adecuación al nivel formativo (básico, intermedio o avanzado). El contenido deberá traducir marcos teóricos y jurídicos complejos en explicaciones accesibles, contextualizadas y aplicables a la práctica judicial.
Desarrollar la estructura pedagógica completa de la UMA, incluyendo actividades de apertura (sensibilización, observación, análisis inicial), actividades de conexión emocional y reflexión profunda, actividades de aplicación práctica (casos, ejercicios, simulaciones, matrices), actividades de cierre orientadas a la acción y transformación institucional. Las actividades deben ser pertinentes, realistas, aplicables y diferenciadas según el perfil del público objetivo, y plantearse en coherencia con el marco pedagógico que fundamenta el proyecto (la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior y el Modelo Pedagógico de la Escuela Judicial “Rodrigo Lara Bonilla”).
Elaborar los recursos instruccionales necesarios para la implementación de la UMA, como por ejemplo la guía de didáctica completa de la UMA y los demás necesarios para el montaje de la UMA en el aula virtual.
Desarrollar los instrumentos de evaluación, incluyendo evaluaciones formativas (preguntas con retroalimentación, ejercicios guiados, autoevaluaciones); evaluaciones sumativas (casos integradores, ejercicios de aplicación, rúbricas de desempeño), y criterios de evaluación claros, verificables y alineados con los objetivos de aprendizaje. Las evaluaciones deberán medir tanto conocimientos como habilidades, actitudes y capacidades procedimentales.
Participar en espacios de validación y articulación para presentar y sustentar las decisiones pedagógicas y conceptuales de la UMA e incorporar los ajustes solicitados por cada UMA, para asegurar la coherencia curricular.",Autoría finalizada con previa aprobación de Innovahub y nuestra contraparte de Gobierno,1.0,4500000.0,4500000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0006-0017,GAP-HR-0006,co_csj_rama_judicial_2025,Cancelled,PS,"Objeto del contrato:
Desarrollo académico, técnico y pedagógico de las Unidades Mínimas de Aprendizaje (UMA) que conforman los cursos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, garantizando la calidad, pertinencia y coherencia del ciclo formativo, así como su alineación con el diagnóstico de necesidades formativas, el Modelo Pedagógico 2020 de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB) y los estándares nacionales e internacionales en materia de género, interseccionalidad y derechos humanos.

Actividades específicas:
Elaborar el contenido académico central de cada UMA asignada, garantizando rigor conceptual, normativo y jurisprudencial; actualización normativa y jurisprudencial; integración transversal del enfoque de género, interseccionalidad y enfoque diferencial; pertinencia para el contexto judicial colombiano y para los perfiles destinatarios del curso; y claridad, coherencia interna y adecuación al nivel formativo (básico, intermedio o avanzado). El contenido deberá traducir marcos teóricos y jurídicos complejos en explicaciones accesibles, contextualizadas y aplicables a la práctica judicial.
Desarrollar la estructura pedagógica completa de la UMA, incluyendo actividades de apertura (sensibilización, observación, análisis inicial), actividades de conexión emocional y reflexión profunda, actividades de aplicación práctica (casos, ejercicios, simulaciones, matrices), actividades de cierre orientadas a la acción y transformación institucional. Las actividades deben ser pertinentes, realistas, aplicables y diferenciadas según el perfil del público objetivo, y plantearse en coherencia con el marco pedagógico que fundamenta el proyecto (la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior y el Modelo Pedagógico de la Escuela Judicial “Rodrigo Lara Bonilla”).
Elaborar los recursos instruccionales necesarios para la implementación de la UMA, como por ejemplo la guía de didáctica completa de la UMA y los demás necesarios para el montaje de la UMA en el aula virtual.
Desarrollar los instrumentos de evaluación, incluyendo evaluaciones formativas (preguntas con retroalimentación, ejercicios guiados, autoevaluaciones); evaluaciones sumativas (casos integradores, ejercicios de aplicación, rúbricas de desempeño), y criterios de evaluación claros, verificables y alineados con los objetivos de aprendizaje. Las evaluaciones deberán medir tanto conocimientos como habilidades, actitudes y capacidades procedimentales.
Participar en espacios de validación y articulación para presentar y sustentar las decisiones pedagógicas y conceptuales de la UMA e incorporar los ajustes solicitados por cada UMA, para asegurar la coherencia curricular.",Autoría finalizada con previa aprobación de Innovahub y nuestra contraparte de Gobiernoe,1.0,4500000.0,4500000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0008-0018,GAP-HR-0008,co_csj_rama_judicial_2025,Processed,OS,"1.1 Creación del proyecto en servidor
	•	Creación de nuevo proyecto en Google Cloud (o infraestructura definida).
	•	Configuración de servidor Linux (Unix).
	•	Definición de estructura de carpetas para Drupal y Moodle.

1.2 Instalación y configuración del servidor web
	•	Instalación y configuración de Apache 2.4.
	•	Configuración de Virtual Hosts para:
	•	Drupal
	•	Moodle
	•	Configuración básica de permisos de servidor.

1.3 Instalación y configuración de motor de base de datos
	•	Instalación de MySQL compatible con versión 5.5.3.
	•	Configuración de usuario y bases de datos independientes para:
	•	Drupal
	•	Moodle
	•	Validación de retrocompatibilidad si se requiere versión superior compatible.",producto,1.0,2000000.0,2000000.0,TIN / ELS Plataformas,,
GAP-HR-0008-0019,GAP-HR-0008,co_csj_rama_judicial_2025,Processed,OS,"2.1 Búsqueda y descarga de versión exacta
	•	Localización y descarga de Drupal versión 8.9.11.
	•	Validación de integridad del paquete.

2.2 Instalación limpia
	•	Instalación base sin backup.
	•	Configuración inicial del CMS.
	•	Configuración de conexión a base de datos.
	•	Verificación de funcionamiento.

2.3 Configuración base
	•	Configuración de:
	•	URL base
	•	Usuario administrador
	•	Permisos básicos
	•	Instalación sin plugins adicionales.
	•	Sin integraciones externas.

2.4 Validación
	•	Pruebas de acceso.
	•	Validación de estabilidad.
	•	Entrega de credenciales administrativas.",Servidor Google Cloud,1.0,2000000.0,2000000.0,TIN / ELS Plataformas,,
GAP-HR-0008-0020,GAP-HR-0008,co_csj_rama_judicial_2025,Processed,OS,"3.1 Descarga de versión exacta
	•	Instalación de Moodle 3.11 (Build 20210517).
	•	Validación de versión.

3.2 Instalación limpia
	•	Configuración de conexión a base de datos MySQL.
	•	Configuración inicial del LMS.
	•	Creación de usuario administrador.

3.3 Configuración base
	•	Ajustes básicos de seguridad.
	•	Configuración de:
	•	Cron
	•	Carpeta moodledata
	•	Sin instalación de plugins.
	•	Sin integración con SSO.
	•	Sin conexión con SGA.
	•	Sin Power BI.
	•	Sin Help Desk.

3.4 Validación
	•	Verificación de login.
	•	Validación de versión instalada.
	•	Confirmación de funcionamiento correcto.",Servidor Google Cloud,1.0,2000000.0,2000000.0,TIN / ELS Plataformas,,
GAP-HR-0009-0021,GAP-HR-0009,co_csj_rama_judicial_2025,Cancelled,OS,"Servicios de diseño UX/UI, desarrollo frontend en HTML estático con JavaScript, integración de Google Sheets como CMS para contenidos dinámicos, Google Forms para encuestas, Google Analytics 4 y GTM para analítica web, pruebas de funcionalidad y accesibilidad WCAG 2.1 AA, y entrega de paquete de publicación para el Micrositio Web Temático de la Escuela Judicial Rodrigo Lara Bonilla.",Micrositio,1.0,10000000.0,10000000.0,TIN / ELS Plataformas,,
GAP-HR-0010-0022,GAP-HR-0010,co_csj_rama_judicial_2025,Processed,OS,Desarrollo de Micrositio,Micrositio,1.0,12800000.0,12800000.0,,,
GAP-HR-0002-0019,GAP-HR-0002,co_csj_rama_judicial_2025,Processed,PS,"Objeto del contrato: Desarrollo académico, técnico y pedagógico de las Unidades Mínimas de Aprendizaje (UMA) que conforman los cursos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, garantizando la calidad, pertinencia y coherencia del ciclo formativo, así como su alineación con el diagnóstico de necesidades formativas, el Modelo Pedagógico 2020 de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB) y los estándares nacionales e internacionales en materia de género, interseccionalidad y derechos humanos.  Actividades específicas: Elaborar el contenido académico central de cada UMA asignada, garantizando rigor conceptual, normativo y jurisprudencial; actualización normativa y jurisprudencial; integración transversal del enfoque de género, interseccionalidad y enfoque diferencial; pertinencia para el contexto judicial colombiano y para los perfiles destinatarios del curso; y claridad, coherencia interna y adecuación al nivel formativo (básico, intermedio o avanzado). El contenido deberá traducir marcos teóricos y jurídicos complejos en explicaciones accesibles, contextualizadas y aplicables a la práctica judicial. Desarrollar la estructura pedagógica completa de la UMA, incluyendo actividades de apertura (sensibilización, observación, análisis inicial), actividades de conexión emocional y reflexión profunda, actividades de aplicación práctica (casos, ejercicios, simulaciones, matrices), actividades de cierre orientadas a la acción y transformación institucional. Las actividades deben ser pertinentes, realistas, aplicables y diferenciadas según el perfil del público objetivo, y plantearse en coherencia con el marco pedagógico que fundamenta el proyecto (la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior y el Modelo Pedagógico de la Escuela Judicial “Rodrigo Lara Bonilla”). Elaborar los recursos instruccionales necesarios para la implementación de la UMA, como por ejemplo la guía de didáctica completa de la UMA y los demás necesarios para el montaje de la UMA en el aula virtual. Desarrollar los instrumentos de evaluación, incluyendo evaluaciones formativas (preguntas con retroalimentación, ejercicios guiados, autoevaluaciones); evaluaciones sumativas (casos integradores, ejercicios de aplicación, rúbricas de desempeño), y criterios de evaluación claros, verificables y alineados con los objetivos de aprendizaje. Las evaluaciones deberán medir tanto conocimientos como habilidades, actitudes y capacidades procedimentales. Participar en espacios de validación y articulación para presentar y sustentar las decisiones pedagógicas y conceptuales de la UMA e incorporar los ajustes solicitados por cada UMA, para asegurar la coherencia curricular.",Autoría finalizada con previa aprobación de Innovahub y nuestra contraparte de Gobierno,1.0,4500000.0,4500000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0011-0020,GAP-HR-0011,co_csj_rama_judicial_2025,Processed,PS,"Objeto del contrato: Desarrollo académico, técnico y pedagógico de las Unidades Mínimas de Aprendizaje (UMA) que conforman los cursos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, garantizando la calidad, pertinencia y coherencia del ciclo formativo, así como su alineación con el diagnóstico de necesidades formativas, el Modelo Pedagógico 2020 de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB) y los estándares nacionales e internacionales en materia de género, interseccionalidad y derechos humanos.  Actividades específicas: Elaborar el contenido académico central de cada UMA asignada, garantizando rigor conceptual, normativo y jurisprudencial; actualización normativa y jurisprudencial; integración transversal del enfoque de género, interseccionalidad y enfoque diferencial; pertinencia para el contexto judicial colombiano y para los perfiles destinatarios del curso; y claridad, coherencia interna y adecuación al nivel formativo (básico, intermedio o avanzado). El contenido deberá traducir marcos teóricos y jurídicos complejos en explicaciones accesibles, contextualizadas y aplicables a la práctica judicial. Desarrollar la estructura pedagógica completa de la UMA, incluyendo actividades de apertura (sensibilización, observación, análisis inicial), actividades de conexión emocional y reflexión profunda, actividades de aplicación práctica (casos, ejercicios, simulaciones, matrices), actividades de cierre orientadas a la acción y transformación institucional. Las actividades deben ser pertinentes, realistas, aplicables y diferenciadas según el perfil del público objetivo, y plantearse en coherencia con el marco pedagógico que fundamenta el proyecto (la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior y el Modelo Pedagógico de la Escuela Judicial “Rodrigo Lara Bonilla”). Elaborar los recursos instruccionales necesarios para la implementación de la UMA, como por ejemplo la guía de didáctica completa de la UMA y los demás necesarios para el montaje de la UMA en el aula virtual. Desarrollar los instrumentos de evaluación, incluyendo evaluaciones formativas (preguntas con retroalimentación, ejercicios guiados, autoevaluaciones); evaluaciones sumativas (casos integradores, ejercicios de aplicación, rúbricas de desempeño), y criterios de evaluación claros, verificables y alineados con los objetivos de aprendizaje. Las evaluaciones deberán medir tanto conocimientos como habilidades, actitudes y capacidades procedimentales. Participar en espacios de validación y articulación para presentar y sustentar las decisiones pedagógicas y conceptuales de la UMA e incorporar los ajustes solicitados por cada UMA, para asegurar la coherencia curricular.",Autoría finalizada con previa aprobación de Innovahub y nuestra contraparte de Gobierno,1.0,4500000.0,4500000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0012-0021,GAP-HR-0012,co_csj_rama_judicial_2025,Processed,PS,"Objeto del contrato: Desarrollo académico, técnico y pedagógico de las Unidades Mínimas de Aprendizaje (UMA) que conforman los cursos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, garantizando la calidad, pertinencia y coherencia del ciclo formativo, así como su alineación con el diagnóstico de necesidades formativas, el Modelo Pedagógico 2020 de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB) y los estándares nacionales e internacionales en materia de género, interseccionalidad y derechos humanos.  Actividades específicas: Elaborar el contenido académico central de cada UMA asignada, garantizando rigor conceptual, normativo y jurisprudencial; actualización normativa y jurisprudencial; integración transversal del enfoque de género, interseccionalidad y enfoque diferencial; pertinencia para el contexto judicial colombiano y para los perfiles destinatarios del curso; y claridad, coherencia interna y adecuación al nivel formativo (básico, intermedio o avanzado). El contenido deberá traducir marcos teóricos y jurídicos complejos en explicaciones accesibles, contextualizadas y aplicables a la práctica judicial. Desarrollar la estructura pedagógica completa de la UMA, incluyendo actividades de apertura (sensibilización, observación, análisis inicial), actividades de conexión emocional y reflexión profunda, actividades de aplicación práctica (casos, ejercicios, simulaciones, matrices), actividades de cierre orientadas a la acción y transformación institucional. Las actividades deben ser pertinentes, realistas, aplicables y diferenciadas según el perfil del público objetivo, y plantearse en coherencia con el marco pedagógico que fundamenta el proyecto (la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior y el Modelo Pedagógico de la Escuela Judicial “Rodrigo Lara Bonilla”). Elaborar los recursos instruccionales necesarios para la implementación de la UMA, como por ejemplo la guía de didáctica completa de la UMA y los demás necesarios para el montaje de la UMA en el aula virtual. Desarrollar los instrumentos de evaluación, incluyendo evaluaciones formativas (preguntas con retroalimentación, ejercicios guiados, autoevaluaciones); evaluaciones sumativas (casos integradores, ejercicios de aplicación, rúbricas de desempeño), y criterios de evaluación claros, verificables y alineados con los objetivos de aprendizaje. Las evaluaciones deberán medir tanto conocimientos como habilidades, actitudes y capacidades procedimentales. Participar en espacios de validación y articulación para presentar y sustentar las decisiones pedagógicas y conceptuales de la UMA e incorporar los ajustes solicitados por cada UMA, para asegurar la coherencia curricular.",Autoría finalizada con previa aprobación de Innovahub y nuestra contraparte de Gobierno,1.0,4500000.0,4500000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0013-0022,GAP-HR-0013,co_csj_rama_judicial_2025,Processed,PS,Consultoría estratégica en UX/UI para la definición del diseño funcional del Micrositio Web Temático y acompañamiento en reuniones clave con la Escuela Judicial y su aliado tecnológico.,Mes de consultoría,1.0,2500000.0,2500000.0,TIN / ELS Plataformas,,
GAP-HR-0013-0023,GAP-HR-0013,co_csj_rama_judicial_2025,Processed,PS,"Consultoría estratégica en UX/UI para la validación del diseño gráfico y funcional del micrositio, y acompañamiento en la definición de la línea visual aplicada al ciclo de formación.",Mes de consultoría,1.0,2500000.0,2500000.0,DYA-PMD/CAM Piezas gráficas,,
GAP-HR-0013-0024,GAP-HR-0013,co_csj_rama_judicial_2025,Processed,PS,Consultoría estratégica en UX/UI para el acompañamiento del desarrollo del micrositio y la revisión de usabilidad de los entornos virtuales de aprendizaje del ciclo de formación.,Mes de consultoría,1.0,2500000.0,2500000.0,TIN / ELS Plataformas,,
GAP-HR-0013-0025,GAP-HR-0013,co_csj_rama_judicial_2025,Processed,PS,"Consultoría estratégica en UX/UI para el acompañamiento de las pruebas funcionales y de usabilidad, y soporte en la validación final de los productos del contrato previo a su entrega.",Mes de consultoría,1.0,2500000.0,2500000.0,CPM-EAS Asesoría Experta,,
GAP-HR-0014-0026,GAP-HR-0014,co_csj_rama_judicial_2025,Processed,PS,Consultoría en infraestructura tecnológica para la definición de variables técnicas y configuración inicial de los ambientes de desarrollo y pruebas (Drupal y Moodle) del Contrato 216 de 2025.,Mes de consultoría,1.0,500000.0,500000.0,TIN / ELS Plataformas,,
GAP-HR-0014-0027,GAP-HR-0014,co_csj_rama_judicial_2025,Processed,PS,Consultoría en infraestructura tecnológica para la configuración y puesta en funcionamiento de los ambientes de desarrollo y pruebas del ciclo de formación y del micrositio web temático.,Mes de consultoría,1.0,500000.0,500000.0,TIN / ELS Plataformas,,
GAP-HR-0014-0028,GAP-HR-0014,co_csj_rama_judicial_2025,Processed,PS,Consultoría en infraestructura tecnológica para el acompañamiento técnico en la definición del alcance del micrositio web temático y asesoría sobre restricciones y posibilidades de la infraestructura de la Escuela Judicial.,Mes de consultoría,1.0,500000.0,500000.0,TIN / ELS Plataformas,,
GAP-HR-0014-0029,GAP-HR-0014,co_csj_rama_judicial_2025,Processed,PS,"Consultoría en infraestructura tecnológica para el mantenimiento de los ambientes de desarrollo, actualización de configuraciones y soporte técnico durante la fase de virtualización de contenidos.",Mes de consultoría,1.0,500000.0,500000.0,TIN / ELS Plataformas,,
GAP-HR-0014-0030,GAP-HR-0014,co_csj_rama_judicial_2025,Processed,PS,Consultoría en infraestructura tecnológica para el soporte en la configuración de los 14 entornos virtuales de aprendizaje en Moodle y asesoría técnica para la integración de mecanismos de monitoreo y seguimiento.,Mes de consultoría,1.0,500000.0,500000.0,TIN / ELS Plataformas,,
GAP-HR-0014-0031,GAP-HR-0014,co_csj_rama_judicial_2025,Processed,PS,"Consultoría en infraestructura tecnológica para el soporte técnico durante las pruebas funcionales, de usabilidad y la prueba piloto del ciclo de formación en los ambientes de desarrollo y pruebas.",Mes de consultoría,1.0,500000.0,500000.0,CPM-EAS Asesoría Experta,,
GAP-HR-0015-0032,GAP-HR-0015,pa_caf_sistematiza_2026,Processed,OS,Dise;o de dos (2) OVAS con un total de 29 slides,1,2.0,350000.0,700000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0016-0033,GAP-HR-0016,pa_caf_videos_comunidad_p_2025,Processed,OS,"Posproducción de tres videos en formato horizontal sobre el Resumen de LAComunidad 2025 en tres idiomas: español, portugués e inglés. Cada video con una duración aproximada de 2 minutos.",Posproducción de videos en formato horizontal.,3.0,600000.0,1800000.0,AUP-ANV Video Animado,,
GAP-HR-0016-0034,GAP-HR-0016,pa_caf_videos_comunidad_p_2025,Processed,OS,"Posproducción de tres videos en formato vertical sobre el Resumen de LAComunidad 2025 en tres idiomas: español, portugués e inglés. Cada video con una duración aproximada de 2 minutos.",Posproducción de videos en formato vertical.,3.0,600000.0,1800000.0,AUP-ANV Video Animado,,
GAP-HR-0017-0035,GAP-HR-0017,pa_caf_sistematiza_2026,Processed,OS,"Diagramación de documento de 36 páginas 
2 rondas de ajustes de ser necesarias. 
Entrega de editables",1,1.0,480000.0,480000.0,DLR-BDL Maquetación,,
GAP-HR-0018-0036,GAP-HR-0018,cr_unicef_lidera_clima_2026,Processed,OS,Diagnostico inicial del material de insumo del proyecto y elaboración del documento de autoria del curso,1,1.0,900.0,900.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0019-0037,GAP-HR-0019,pa_caf_nooc_desafios_v1_2025,Processed,OS,Virtualización de 2 infografías interactivas en Genially,Infografía interactiva,2.0,410000.0,820000.0,DLR-INF Infografía,,
GAP-HR-0020-0038,GAP-HR-0020,pa_pnud_fondas_paz_2025,Processed,OS,Edición reels,Videos editados,3.0,500000.0,1500000.0,AUP-VID Video Institucional,,
GAP-HR-0021-0039,GAP-HR-0021,ven_unicef_social_policy_2024,Processed,OS,"Animación de un video de aproximadamente 10 min, basandose en el guion y storyboard proporcionado por InnovaHub.",Minutos,10.0,200000.0,2000000.0,AUP-ANV Video Animado,,
GAP-HR-0022-0040,GAP-HR-0022,cr_unfpa_materno_infantil_2026,Processed,OS,Guionización de OVAs,25 slides,5.0,600000.0,3000000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0022-0041,GAP-HR-0022,cr_unfpa_materno_infantil_2026,Processed,OS,Guionización de videos animados,5,5.0,80000.0,400000.0,AUP-ANV Video Animado,,
GAP-HR-0022-0042,GAP-HR-0022,cr_unfpa_materno_infantil_2026,Processed,OS,Infografias interactivas de GEnially,3 slides,5.0,40000.0,200000.0,DLR-INF Infografía,,
GAP-HR-0022-0043,GAP-HR-0022,cr_unfpa_materno_infantil_2026,Processed,OS,Documentos descargables,5,5.0,40000.0,200000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0022-0044,GAP-HR-0022,cr_unfpa_materno_infantil_2026,Processed,OS,Guionización de audiocasos en el multiverso,2,2.0,50000.0,100000.0,,,
GAP-HR-0022-0045,GAP-HR-0022,cr_unfpa_materno_infantil_2026,Processed,OS,Guionización de Podcast tipo entrevista de 20 minutos,1,1.0,100000.0,100000.0,AUP-POD Pódcast,,
GAP-HR-0023-0046,GAP-HR-0023,nl_wwf_coursesweb_2026,Processed,OS,Acompañamiento a reuniones con el cliente y talleres en temas de desarrollo Web,2 horas,1.0,375000.0,375000.0,TIN / ELS Plataformas,,
GAP-HR-0024-0047,GAP-HR-0024,fji_pnud_pacwip_platform_2025,Processed,OS,Acompañamiento a reuniones con el cliente para taller sobre uso de la plataforma,1.5 horas,1.0,225000.0,225000.0,TIN / ELS Plataformas,,
GAP-HR-0025-0048,GAP-HR-0025,es_santillana_richmond_2026,Processed,OS,"Realización de la autoría (título del curso, objetivo de aprendizaje, temas y subtemas, desarrollo de contenido y cuestionario evaluativo) de 12 cursos en inglés para el proyecto Richmond de Santillana. Dentro de este proceso de autoría, se atenderán las sugerencias y ajustes que proponga la contraparte. 

Los nombres de los cursos son los siguientes: 
1. Reigniting Engagement in Lectures and Seminars
2. Comunicación interna en colegios
3. Comunicación en entornos virtuales
4. Curriculum design with a bilingual approach
5. Development of communicative skills through pedagogical models
6. Learning Analytics for Educators
7. Decision Making in Education with Data
8. Differentiating Learning Through Analytics
9. Active Methodologies
10. From the traditional classroom to a skills model (socio-emotional education)
11. AI: Responsible and ethical use
12. Maximizing the use of technology as a teacher's aide",Archivos en formato Word con el desarrollo de autorías para cursos en inglés.,12.0,750000.0,9000000.0,ELS-CYD-TRD Traducción,,
GAP-HR-0026-0049,GAP-HR-0026,pa_pnud_rblac_genambiente_2026,Processed,OS,Diseño y maquetación de un OVA de 20 slides,slides,20.0,30000.0,600000.0,DLR-BDL Maquetación,,
GAP-HR-0026-0050,GAP-HR-0026,pa_pnud_rblac_genambiente_2026,Processed,OS,Diagramación de dos documentos aproximadamente de 6 páginas,Documentos,2.0,100000.0,200000.0,DLR-BDL Maquetación,,
GAP-HR-0027-0051,GAP-HR-0027,fji_pnud_videos_2025,Processed,OS,Animación de un video de aproximadamente 1 minuto 20 segundos,Video,1.0,1100000.0,1100000.0,AUP-ANV Video Animado,,
GAP-HR-0027-0052,GAP-HR-0027,fji_pnud_videos_2025,Processed,OS,Diseño sonoro,video,1.0,300000.0,300000.0,,,
GAP-HR-0028-0053,GAP-HR-0028,cr_unicef_gestion_resulta_2025,Processed,OS,Elaboración de 5 podcast de 10 minutos con la herramienta ElevenLabs,10 minutos,5.0,400000.0,2000000.0,AUP-POD Pódcast,,
GAP-HR-0029-0054,GAP-HR-0029,cr_unicef_extramuros_2025,Processed,OS,Producción y edición de 3 videos de 3-4 minutos y dos (2) podcast de 10 minutos.,5,5.0,1000000.0,5000000.0,AUP-VID Video Institucional,,
GAP-HR-0030-0055,GAP-HR-0030,nl_wwf_coursesweb_2026,Processed,OS,Producción y edición de 10 videos grabados de 2-3 minutos,10,10.0,450000.0,4500000.0,AUP-VID Video Institucional,,
GAP-HR-0031-0056,GAP-HR-0031,cr_unfpa_materno_infantil_2026,Processed,OS,Producción de cuatro (4) videos animados de 2 minutos y un (1) podcast de 20 minutos elaborado con la herramienta ElevenLabs,5,5.0,1100000.0,5500000.0,AUP-ANV Video Animado,,
GAP-HR-0032-0057,GAP-HR-0032,co_csj_rama_judicial_2025,Cancelled,OS,Diseño y virtualización de OVA,OVA,16.0,287500.0,4600000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0032-0058,GAP-HR-0032,co_csj_rama_judicial_2025,Cancelled,OS,Animación de 4 videos de aproximadamente 2 minutos.,Minutos,8.0,300000.0,2400000.0,AUP-ANV Video Animado,,
GAP-HR-0032-0059,GAP-HR-0032,co_csj_rama_judicial_2025,Cancelled,OS,Diseño sonoro para 4 videos de aproximadamente 2 minutos,Videos,4.0,100000.0,400000.0,AUP-VID Video Institucional,,
GAP-HR-0033-0060,GAP-HR-0033,co_csj_rama_judicial_2025,Cancelled,OS,Virtualización de OVA,OVA virtualizado en RIse,8.0,500000.0,4000000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0034-0061,GAP-HR-0034,co_csj_rama_judicial_2025,Cancelled,OS,Diseño de OVA en Rise,OVA,10.0,500000.0,5000000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
